Date,Open,High,Low,Close,Volume,SMA_10,EMA_10,RSI,MACD,Returns,Volatility,Pair
2015-02-05,1.131721019744873,1.1460003852844238,1.1316953897476196,1.131874680519104,0,1.1313117504119874,1.1383775678707875,36.97063889408384,-0.016088478015311436,-0.012099805787988194,0.01260669302405777,EURUSD
2015-02-06,1.1470915079116821,1.147599697113037,1.132002830505371,1.147196888923645,0,1.1325639843940736,1.1399810807894888,45.436253182214045,-0.014365714460099266,0.013537018424613745,0.011198205750185666,EURUSD
2015-02-09,1.1314777135849,1.1359995603561401,1.1271694898605347,1.1314393281936646,0,1.1344534158706665,1.1384280348629754,39.552648913180676,-0.014109272479802204,-0.013735707342063086,0.010111905683217718,EURUSD
2015-02-10,1.1326054334640503,1.1350003480911255,1.127559781074524,1.1326953172683716,0,1.1352458596229553,1.1373857225730473,40.21715517311835,-0.013647374107743415,0.0011100808001009987,0.00957531185967111,EURUSD
2015-02-11,1.1319515705108643,1.1331958770751953,1.128860592842102,1.1321951150894165,0,1.1347915530204773,1.1364419757578417,40.02842786875997,-0.01316986445607271,-0.00044160346681876295,0.008921698509073038,EURUSD
2015-02-12,1.130825161933899,1.1398193836212158,1.1306205987930298,1.131196141242981,0,1.135096549987793,1.1354881876642304,39.62846118148798,-0.012725353503555192,-0.000882333648256961,0.008566268098261035,EURUSD
2015-02-13,1.1404849290847778,1.1450005769729614,1.138200283050537,1.140393853187561,0,1.1357803821563721,1.1363801268502904,45.07061021997058,-0.011498351052259714,0.008130961209320775,0.008821783621492888,EURUSD
2015-02-16,1.1397050619125366,1.1435000896453857,1.1397050619125366,1.1400039196014404,0,1.136690580844879,1.1370389982595903,44.88587766792556,-0.010437094818915194,-0.00034192887398565297,0.00876930599238128,EURUSD
2015-02-17,1.1333627700805664,1.1442302465438843,1.1325156688690186,1.1334012746810913,0,1.1366134405136108,1.1363775939725904,41.76434657871609,-0.010013391725822274,-0.005791773876231532,0.008970787813910704,EURUSD
2015-02-18,1.1404979228973389,1.1415003538131714,1.1347800493240356,1.1404719352722168,0,1.1360868453979491,1.1371220196634315,46.08817736510145,-0.009003276586063258,0.0062384441848408745,0.008546571331262347,EURUSD
2015-02-19,1.1400818824768066,1.1450005769729614,1.135620355606079,1.1400039196014404,0,1.1368997693061829,1.1376460014703422,45.84553764589237,-0.008146608976387526,-0.0004103701777322666,0.00750919486685188,EURUSD
2015-02-20,1.1366735696792603,1.1375994682312012,1.1282098293304443,1.1366735696792603,0,1.1358474373817444,1.1374691956901455,44.067641750700936,-0.007648260740645618,-0.0029213495365388864,0.006056109602058532,EURUSD
2015-02-23,1.1379412412643433,1.1393024921417236,1.1296601295471191,1.1381484270095825,0,1.1365183472633362,1.1375926922936794,45.08332506492501,-0.007053004863037282,0.0012975205632153042,0.004051051115057528,EURUSD
2015-02-24,1.1334141492843628,1.1347401142120361,1.1290695667266846,1.1332985162734985,0,1.136578667163849,1.1368119330172828,42.359292455717394,-0.006893147640290254,-0.004261228694772967,0.004322706604489158,EURUSD
2015-02-25,1.1340696811676025,1.1388003826141357,1.1337804794311523,1.1339025497436523,0,1.1367494106292724,1.136282954240259,42.82266702855739,-0.006641163982225029,0.0005329870828207905,0.004321086219597966,EURUSD
2015-02-26,1.1362732648849487,1.1378804445266724,1.1202698945999146,1.1363636255264282,0,1.1372661590576172,1.1362976217468352,44.77080744216676,-0.006171732974206368,0.0021704473487005327,0.004347094889497299,EURUSD
2015-02-27,1.120360255241394,1.1249998807907104,1.117680549621582,1.1205360889434814,0,1.1352803826332092,1.1334318885098618,36.22301480977735,-0.006996207518994435,-0.013928232325823187,0.005475041608372326,EURUSD
2015-03-02,1.117093801498413,1.1240400075912476,1.1163954734802246,1.1161960363388062,0,1.1328995943069458,1.1302980972060335,34.28975684909673,-0.007908649520908195,-0.003873193061338487,0.005488601489282969,EURUSD
2015-03-03,1.1176680326461792,1.1214005947113037,1.115599513053894,1.1179054975509644,0,1.1313500165939332,1.1280448972687482,35.74442840185084,-0.00839703139698278,0.0015315062556262582,0.0054287334493318224,EURUSD
2015-03-04,1.1184055805206299,1.118806004524231,1.1062803268432617,1.118217945098877,0,1.1291246175765992,1.126258178692408,36.023205377252026,-0.00865904951376617,0.000279493703713829,0.00479134670126554,EURUSD
